ID,LESSON,SUBJECT,TITLE,TIMESTAMP,VOLUME,PAGE,DESCRIPTION,BOOK_DESCRIPTION,INVENTOR
716,7-1,Impromptu Tricks,Cut and Restored Cord Effects Kellar's Cut and Restored Cord,0:35:37,1,145,Cut and restored rope using wax adhesive (not inspectable),"In ""Cut and Restored Cord Effect,"" the rope is cut in the middle, and the two pieces are shown to be completely separate. Then, the magician ties the two ends together, and the rope is instantly back to one piece! - ""Kellar's Cut and Restored Cord"" is similar, but the magician holds the two pieces of rope far apart to really show that they are separate.  Even though the rope was clearly cut in half, the magician is able to put it back together into one piece.",NONE
717,7-1,Impromptu Tricks,Comedy Version of Germain Cord Effect,0:42:58,1,149,Cut and restored rope using cable cord (inspectable),30' wrapping cord cut and restored,NONE
718,7-1,Impromptu Tricks,An Impromptu Cut and Restored Cord Effect,0:54:06,1,152,"Classic Cut and restored rope. Spectator cuts rope in center but ropes are not same length.  Spectator cuts one to make them same length, but they are still not same length.  Magician just restores rope to one whole rope to start over.",Cut and restored rope effect totally impromptu,NONE
719,70-1,Illusions,The Egyptian Mummy,0:00:10,5,395,"A packing crate for some Egyptian artifacts, shown otherwise empty, is used to bring the Egyptian Queen back to life.",Mummy changes to person in cabinet,NONE
720,70-1,Illusions,Bonus Routine,0:48:36,---,---,"Displaying an ornate armoire, containing a single suit, Harlan slowly makes his appearance as though growing out of the suit itself.",Not in Book,NONE
721,71-1,Publicity and Promotion,,0:00:10,5,403,"- Marketing for magicians.- Establishing trust with your clients.- Making a promo video.- Identifying your market.- Individualizing your product.- Re-investing in yourself.- Starting up, and promoting your own show.- Much More.","How to make money as a professional magician. It says that talent is important, but you also need to know how to run a business. This includes things like putting on a good show, advertising, and getting along with people. The most important thing is to have a good product that people will pay for.",NONE
722,72-1,Novel Ball Magic,Billiard Ball through Handkerchief,0:00:10,6,17,"A quick, visual bit where a ball seems to melt halfway through a silk handkerchief which can even be pulled back and forth through the center of the ball.","The magician wraps a billiard ball in a handkerchief. Then, just by pulling on the handkerchief, the magician makes it look like the handkerchief goes right through the ball!",NONE
723,72-1,Novel Ball Magic,Balls from the Air (Methods 1 & 2),0:06:14,6,21,"Learn how to pluck a seemingly endless supply of strange spheres from the air, and vanish them just as easily.","The magician uses a paper cone and catches invisible balls from the air! Each time a ball is caught, it drops into the cone with a clink. At the end, the cone is crumpled up and the balls have vanished.",NONE
724,72-1,Novel Ball Magic,Balls from the Air (Method 3),0:23:32,6,21,An Easter themed routine that allows you to catch a basketful of eggs which then transform into many bright colors. No bunny required.,"The magician uses a paper cone and catches invisible balls from the air! Each time a ball is caught, it drops into the cone with a clink. At the end, the cone is crumpled up and the balls have vanished.",NONE
725,72-1,Novel Ball Magic,"McLemore's ""Stop-Go""",0:36:44,6,32,A very unique routine where balls of yarn move on their own.,"A magician ties a red ball and a green ball to a string hung between two chairs. While sitting on the floor and unable to touch them, the magician makes the balls swing back and forth on their own! First the red ball swings, then it stops and the green ball swings, then the green ball stops and the red ball swings again, and so on. It looks like the magician is controlling the balls with magic!",NONE
726,72-1,Novel Ball Magic,Senator Clark Crandall's Cup and Balls,0:57:29,6,39,Chop-Cup-style routine using a completely ungimmicked cup and three sneaky grapes.,"This is a magic trick with just one cup and three small balls. The magician makes the balls disappear one by one, and then they mysteriously reappear inside the cup! Even though the cup is shown to be empty at the beginning, the magician somehow makes the balls appear inside it with his magic.",Senator Clark Carndall
727,72-1,Novel Ball Magic,"Tarbell's ""Flower Pots and Oranges""",1:17:38,6,48,"Tarbell's re-imagined version of the venerable classic Cups and Balls, suitable for stand-up and stage.",The magician shows three flower pots stacked on top of each other. He takes them apart to show they are all empty. He then puts them back together and makes oranges appear and disappear under the pots! The oranges even seem to magically jump from one pot to another.,Harlan Tarbell
728,73-1,Unique Card Effects,Jump Up Card,0:00:10,6,55,A quick card revelation where the selection pops from the middle of the deck isolated in the box.,"A card is chosen from a deck and put back in. The magician puts the deck in a card box. With a magical gesture, the chosen card jumps right out of the box!",NONE
729,73-1,Unique Card Effects,Reneaux' Card in the Envelope,0:06:09,6,58,"A signed selected card disappears from the deck, and impossibly appears sealed inside an envelope in your jacket pocket.","Someone chooses a card and the magician puts it back in the deck. The card disappears from the deck. The magician takes a sealed envelope from his pocket, tears it open, and inside is the chosen card!",NONE
730,73-1,Unique Card Effects,Stanley Palm's Ghost Cards,0:14:00,6,60,"Find a selected card while the deck is wrapped in a cloth, then, make the entire deck vanish!","The magician counts out ten cards and asks someone to think of one. The cards are placed under a handkerchief. One by one, the magician removes cards from under the handkerchief, but none of them are the chosen card. Finally, the magician takes away the handkerchief to reveal that all the other cards have vanished!",Stanley Palm
731,73-1,Unique Card Effects,Palhinha's Wherizit,0:24:43,6,62,A multi-phase monte routine with a kicker ending using an updated gimmick you can make at home.,"The magician shows three cards and asks someone to think of one. They cover the cards with a handkerchief. When the magician removes the handkerchief, the card the person was thinking of has disappeared!",NONE
732,73-1,Unique Card Effects,Haxton's One Chance in Eight,0:45:45,6,65,"A fun, impromptu, interactive elimination trick where both you and your spectator find her card.","The magician places eight cards in their pocket, one of which is the spectator's chosen card. The magician then asks the spectator to remove one card from their pocket without revealing it. The magician also removes a card from their pocket and places it face down on their other hand. The two of you then take turns removing cards from the magician's pocket, one at a time, until only one card remains. The spectator is asked to name their chosen card, and when they do, the magician reveals that it is the card that remains in their pocket.",Francis Haxton
733,73-1,Unique Card Effects,"Francis Haxton's ""Inspired""",0:54:31,6,67,"An unexpected, single card across which vanishes from under one helper's hand while another cuts right to it where it just shouldn't be.",The magician appears to control objects with their mind. They can make objects move and levitate without any physical contact.,Francis Haxton
734,73-1,Unique Card Effects,Maldo's Six Card Mystery,1:05:48,6,70,A classic six card repeat routine that makes use of some interesting counting techniques.,"The magician counts six cards, then places three of them into a basket. When they count the remaining cards, there are still six! This is repeated several times, ending with a surprising finish where the magician turns three cards into six.",NONE
735,73-1,Unique Card Effects,Berland's Six Card Repeat Mystery,1:16:25,6,75,"A truly impossible poker hand repeat, updated for maximum visibility and impact with a color-changing backs kicker ending.","A magician counts six cards, then throws three away, but still has six left. This impossible feat is repeated several times, creating a baffling mystery.",NONE
736,73-1,Unique Card Effects,Crandall's One Hand Six Card Repeat,1:42:43,6,78,This One-Handed Repeat routine is used as the perfect comedic lead-in to a card stab finale... with a Frisbee.,"A magician counts six cards and places them on a plate. They tell a story, occasionally dropping a card, but when they count the cards again, there are still six! This is repeated, creating a puzzling situation where the number of cards seems to defy logic.",NONE
737,73-1,Unique Card Effects,Hen Fetsch's Card in Balloon,1:57:59,6,83,"A fantastic impromptu, ungimmicked card from balloon routine.","A card is chosen and returned to the deck. The deck is placed in a card case and a balloon is inflated. With a burst of the balloon, the card case falls away, and the selected card is left standing upright!",Hen Fetsch
738,73-1,Unique Card Effects,Rawson Card Reading,2:06:15,6,87,"A special gimmick you can make at home, that allows you to secretly glimpse the bottom card of a cased deck.","A spectator shuffles a deck of cards and looks at the bottom card. They place the deck in a card case, and the magician instantly knows the name of the card!",NONE
739,73-1,Unique Card Effects,Tarbell Card Reading,2:23:27,6,89,"A modern update to a special gimmick you can make at home, that allows you to secretly glimpse the bottom card of a cased deck.","A spectator cuts a deck of cards, looks at the bottom card, and places the deck in a card case. The magician instantly knows the name of the card!",Harlan Tarbell
740,73-1,Unique Card Effects,The Gambler's Rehearsal,2:39:42,6,90,"A complete gambling demonstration, requiring no skill, but making you look like an expert who can produce any winning hand any time you want.","A magician demonstrates their poker-dealing skills by dealing five hands. They then deal themselves a winning hand - a straight. This is repeated with increasingly better hands, culminating in a royal flush for the magician.",NONE
